company_name_no_spaces,most_recent_date,most_recent_price,most_recent_volume,one_day_before_date,one_day_before_price,one_day_before_volume,one_day_price_change,one_day_price_change_pct,one_day_volume_change,one_day_volume_change_pct,one_month_before_date,one_month_before_price,one_month_before_volume,one_month_price_change,one_month_price_change_pct,one_month_volume_change,one_month_volume_change_pct,one_week_before_date,one_week_before_price,one_week_before_volume,one_week_price_change,one_week_price_change_pct,one_week_volume_change,one_week_volume_change_pct
Golden_Agri-Res,2018-07-18,0.27,30273400.0,2018-07-17,0.28,13751000.0,-0.010000000000000009,-3.571428571428574,16522400.0,120.15417060577414,2018-06-20,0.33,13496400.0,-0.06,-18.18181818181818,16777000.0,124.30722266678522,2018-07-11,0.27,41019500.0,0.0,0.0,-10746100.0,-26.197540194297837
