company_name_no_spaces,most_recent_date,most_recent_price,most_recent_volume,one_day_before_date,one_day_before_price,one_day_before_volume,one_day_price_change,one_day_price_change_pct,one_day_volume_change,one_day_volume_change_pct,one_month_before_date,one_month_before_price,one_month_before_volume,one_month_price_change,one_month_price_change_pct,one_month_volume_change,one_month_volume_change_pct,one_week_before_date,one_week_before_price,one_week_before_volume,one_week_price_change,one_week_price_change_pct,one_week_volume_change,one_week_volume_change_pct
CapitaLand,2018-07-18,3.11,12441500.0,2018-07-17,3.07,9627300.0,0.040000000000000036,1.3029315960912065,2814200.0,29.231456379254826,2018-06-20,3.33,5849800.0,-0.2200000000000002,-6.606606606606611,6591700.0,112.68248487127765,2018-07-11,3.02,15259600.0,0.08999999999999986,2.980132450331121,-2818100.0,-18.467718682010013
