company_name_no_spaces,most_recent_date,most_recent_price,most_recent_volume,one_day_before_date,one_day_before_price,one_day_before_volume,one_day_price_change,one_day_price_change_pct,one_day_volume_change,one_day_volume_change_pct,one_month_before_date,one_month_before_price,one_month_before_volume,one_month_price_change,one_month_price_change_pct,one_month_volume_change,one_month_volume_change_pct,one_week_before_date,one_week_before_price,one_week_before_volume,one_week_price_change,one_week_price_change_pct,one_week_volume_change,one_week_volume_change_pct
SPH,2018-07-18,2.81,4150800.0,2018-07-17,2.83,9286200.0,-0.020000000000000018,-0.7067137809187285,-5135400.0,-55.30141500290754,2018-06-20,2.57,2990200.0,0.2400000000000002,9.338521400778218,1160600.0,38.813457293826495,2018-07-11,2.75,4397200.0,0.06000000000000005,2.181818181818184,-246400.0,-5.603565905576276
