company_name_no_spaces,most_recent_date,most_recent_price,most_recent_volume,one_day_before_date,one_day_before_price,one_day_before_volume,one_day_price_change,one_day_price_change_pct,one_day_volume_change,one_day_volume_change_pct,one_month_before_date,one_month_before_price,one_month_before_volume,one_month_price_change,one_month_price_change_pct,one_month_volume_change,one_month_volume_change_pct,one_week_before_date,one_week_before_price,one_week_before_volume,one_week_price_change,one_week_price_change_pct,one_week_volume_change,one_week_volume_change_pct
SIA,2018-07-17,10.75,2178700.0,2018-07-16,10.38,1026100.0,0.3699999999999992,3.5645472061656953,1152600.0,112.32823311568075,2018-06-19,11.11,1453600.0,-0.35999999999999943,-3.240324032403236,725100.0,49.88304898183819,2018-07-10,10.41,1373400.0,0.33999999999999986,3.2660902977905844,805300.0,58.63550313091598
