company_name_no_spaces,most_recent_date,most_recent_price,most_recent_volume,one_day_before_date,one_day_before_price,one_day_before_volume,one_day_price_change,one_day_price_change_pct,one_day_volume_change,one_day_volume_change_pct,one_month_before_date,one_month_before_price,one_month_before_volume,one_month_price_change,one_month_price_change_pct,one_month_volume_change,one_month_volume_change_pct,one_week_before_date,one_week_before_price,one_week_before_volume,one_week_price_change,one_week_price_change_pct,one_week_volume_change,one_week_volume_change_pct
ComfortDelGro,2018-07-18,2.29,5262374.0,2018-07-17,2.34,3720800.0,-0.04999999999999982,-2.136752136752129,1541574.0,41.43125134379703,2018-06-20,2.33,8550700.0,-0.040000000000000036,-1.716738197424894,-3288326.0,-38.45680470604746,2018-07-11,2.36,2826600.0,-0.06999999999999984,-2.9661016949152477,2435774.0,86.17328238873559
